wall_clock,x,y,z
14:51:16,4.136,1.118,0.683
14:51:16,4.135,1.120,0.685
14:51:17,4.135,1.123,0.687
14:51:17,4.135,1.126,0.689
14:51:18,4.134,1.129,0.697
14:51:18,4.131,1.131,0.704
14:51:19,4.129,1.133,0.704
14:51:19,4.129,1.138,0.701
14:51:20,4.128,1.144,0.697
14:51:20,4.126,1.146,0.691
14:51:21,4.122,1.147,0.690
14:51:21,4.120,1.148,0.691
14:51:22,4.121,1.152,0.692
14:51:22,4.127,1.156,0.693
14:51:23,4.136,1.157,0.694
14:51:23,4.141,1.159,0.695
14:51:24,4.144,1.163,0.694
14:51:24,4.148,1.168,0.690
14:51:25,4.154,1.173,0.686
14:51:25,4.157,1.174,0.686
14:51:26,4.161,1.174,0.688
14:51:26,4.165,1.173,0.688
14:51:27,4.167,1.173,0.692
14:51:28,4.165,1.175,0.698
14:51:28,4.164,1.178,0.703
14:51:29,4.166,1.182,0.706
14:51:29,4.169,1.186,0.708
14:51:30,4.172,1.189,0.709
14:51:30,4.172,1.190,0.710
14:51:31,4.171,1.188,0.712
14:51:31,4.170,1.186,0.713
14:51:32,4.171,1.184,0.713
14:51:32,4.172,1.181,0.710
14:51:33,4.171,1.176,0.706
14:51:33,4.169,1.172,0.702
14:51:34,4.168,1.168,0.697
14:51:34,4.168,1.164,0.694
14:51:35,4.169,1.163,0.691
14:51:35,4.169,1.168,0.690
14:51:36,4.165,1.172,0.691
14:51:36,4.160,1.177,0.695
14:51:37,4.156,1.182,0.695
14:51:37,4.154,1.188,0.693
14:51:38,4.151,1.192,0.692
14:51:38,4.148,1.194,0.690
14:51:39,4.148,1.195,0.686
14:51:39,4.151,1.196,0.684
14:51:40,4.152,1.196,0.681
14:51:40,4.150,1.195,0.680
14:51:41,4.146,1.191,0.681
14:51:41,4.137,1.189,0.683
14:51:42,4.127,1.188,0.678
14:51:42,4.120,1.191,0.673
14:51:43,4.116,1.196,0.671
14:51:43,4.116,1.203,0.672
14:51:44,4.121,1.208,0.671
14:51:44,4.128,1.211,0.669
14:51:45,4.136,1.211,0.669
