wall_clock,x,y,z
14:53:59,4.561,-0.154,1.567
14:53:59,4.527,-0.010,1.482
14:54:00,4.489,0.130,1.396
14:54:00,4.445,0.271,1.305
14:54:01,4.394,0.415,1.208
14:54:01,4.344,0.552,1.107
14:54:02,4.300,0.679,1.002
14:54:02,4.264,0.783,0.893
14:54:03,4.234,0.866,0.798
14:54:03,4.212,0.919,0.734
14:54:04,4.193,0.955,0.692
14:54:04,4.167,0.989,0.670
14:54:05,4.144,1.012,0.659
14:54:06,4.136,1.014,0.652
14:54:06,4.134,1.011,0.649
14:54:07,4.135,1.007,0.647
14:54:07,4.137,1.004,0.647
14:54:08,4.138,0.999,0.648
14:54:08,4.137,0.988,0.646
14:54:09,4.134,0.973,0.646
14:54:09,4.130,0.958,0.648
14:54:10,4.129,0.943,0.652
14:54:10,4.129,0.934,0.654
14:54:11,4.117,0.950,0.652
14:54:11,4.097,0.972,0.654
14:54:12,4.089,0.973,0.659
14:54:12,4.085,0.967,0.665
14:54:13,4.081,0.962,0.668
14:54:13,4.077,0.958,0.670
14:54:14,4.074,0.954,0.672
14:54:14,4.072,0.947,0.674
14:54:15,4.070,0.940,0.669
14:54:15,4.068,0.933,0.663
14:54:16,4.064,0.926,0.661
14:54:16,4.061,0.920,0.663
14:54:17,4.062,0.914,0.667
14:54:17,4.061,0.914,0.668
14:54:18,4.046,0.935,0.667
14:54:18,4.035,0.939,0.664
14:54:19,4.035,0.935,0.660
14:54:19,4.038,0.932,0.657
14:54:20,4.043,0.929,0.653
14:54:20,4.049,0.926,0.650
14:54:21,4.053,0.923,0.651
14:54:21,4.053,0.920,0.656
14:54:22,4.048,0.918,0.660
14:54:22,4.044,0.918,0.665
14:54:23,4.043,0.919,0.668
14:54:23,4.045,0.923,0.668
14:54:24,4.045,0.928,0.667
14:54:24,4.044,0.930,0.670
14:54:25,4.042,0.928,0.674
14:54:25,4.043,0.926,0.674
14:54:26,4.048,0.925,0.672
14:54:26,4.053,0.926,0.673
14:54:27,4.053,0.924,0.677
14:54:27,4.052,0.922,0.682
14:54:28,4.050,0.923,0.686
14:54:28,4.050,0.927,0.687
14:54:29,4.051,0.934,0.687
14:54:29,4.053,0.942,0.687
14:54:30,4.058,0.945,0.685
14:54:30,4.064,0.943,0.682
14:54:31,4.071,0.938,0.682
14:54:31,4.074,0.936,0.681
14:54:32,4.070,0.937,0.680
14:54:32,4.062,0.940,0.678
14:54:33,4.052,0.941,0.675
14:54:33,4.045,0.942,0.673
14:54:34,4.039,0.945,0.674
14:54:35,4.035,0.949,0.674
14:54:35,4.032,0.952,0.670
14:54:36,4.030,0.957,0.662
14:54:36,4.030,0.965,0.657
14:54:37,4.029,0.976,0.656
14:54:37,4.028,0.983,0.657
14:54:38,4.022,0.985,0.659
14:54:38,4.017,0.985,0.660
14:54:39,4.013,0.985,0.663
14:54:39,4.009,0.986,0.669
14:54:40,4.004,0.985,0.678
14:54:40,4.003,0.981,0.684
14:54:41,4.004,0.973,0.682
14:54:41,4.006,0.960,0.677
14:54:42,4.008,0.949,0.671
14:54:42,4.009,0.940,0.666
14:54:43,4.011,0.937,0.663
14:54:43,4.017,0.937,0.663
14:54:44,4.022,0.934,0.667
14:54:44,4.023,0.927,0.671
14:54:45,4.021,0.921,0.673
14:54:45,4.020,0.916,0.677
14:54:46,4.019,0.912,0.683
14:54:46,4.014,0.908,0.690
14:54:47,4.008,0.904,0.692
14:54:47,4.002,0.902,0.691
14:54:48,3.997,0.902,0.684
14:54:48,3.991,0.902,0.678
14:54:49,3.984,0.901,0.676
14:54:49,3.977,0.901,0.675
14:54:50,3.969,0.903,0.672
14:54:50,3.963,0.909,0.667
14:54:51,3.958,0.914,0.661
14:54:51,3.957,0.918,0.656
14:54:52,3.958,0.923,0.654
14:54:52,3.960,0.926,0.654
14:54:53,3.963,0.926,0.653
14:54:53,3.968,0.923,0.651
14:54:54,3.972,0.916,0.650
14:54:54,3.972,0.910,0.646
14:54:55,3.968,0.907,0.642
14:54:55,3.962,0.905,0.638
14:54:56,3.958,0.902,0.634
14:54:56,3.957,0.899,0.632
14:54:57,3.958,0.896,0.636
14:54:57,3.961,0.892,0.646
14:54:58,3.967,0.888,0.660
14:54:59,3.973,0.883,0.674
14:54:59,3.978,0.879,0.681
14:55:00,3.978,0.881,0.684
14:55:00,3.963,0.907,0.684
14:55:01,3.948,0.924,0.685
14:55:01,3.942,0.930,0.689
14:55:02,3.938,0.937,0.694
14:55:02,3.935,0.947,0.696
14:55:03,3.934,0.955,0.697
14:55:03,3.937,0.960,0.694
14:55:04,3.940,0.963,0.693
14:55:04,3.941,0.965,0.693
14:55:05,3.943,0.965,0.693
14:55:05,3.945,0.966,0.694
14:55:06,3.946,0.968,0.697
14:55:06,3.947,0.972,0.696
14:55:07,3.948,0.975,0.692
14:55:07,3.948,0.975,0.691
14:55:08,3.948,0.973,0.693
14:55:08,3.947,0.971,0.696
14:55:09,3.945,0.971,0.697
14:55:09,3.943,0.969,0.697
14:55:10,3.944,0.965,0.700
14:55:10,3.946,0.958,0.700
14:55:11,3.946,0.953,0.696
14:55:11,3.942,0.949,0.694
14:55:12,3.933,0.944,0.695
14:55:12,3.923,0.939,0.699
14:55:13,3.914,0.935,0.702
14:55:13,3.908,0.931,0.704
14:55:14,3.907,0.930,0.702
14:55:14,3.906,0.931,0.696
14:55:15,3.905,0.934,0.690
14:55:15,3.903,0.942,0.688
14:55:16,3.902,0.950,0.690
14:55:16,3.901,0.955,0.689
14:55:17,3.900,0.955,0.686
14:55:17,3.901,0.952,0.681
14:55:18,3.902,0.951,0.675
14:55:18,3.899,0.951,0.669
14:55:19,3.898,0.952,0.666
14:55:19,3.898,0.959,0.668
14:55:20,3.899,0.966,0.671
14:55:20,3.902,0.969,0.675
14:55:21,3.901,0.968,0.682
14:55:21,3.896,0.968,0.691
14:55:22,3.890,0.968,0.696
14:55:22,3.888,0.969,0.694
14:55:23,3.890,0.970,0.691
14:55:23,3.893,0.971,0.690
14:55:24,3.897,0.971,0.687
14:55:24,3.901,0.971,0.685
14:55:25,3.904,0.971,0.684
14:55:25,3.907,0.972,0.685
14:55:26,3.908,0.971,0.684
14:55:27,3.910,0.969,0.686
14:55:27,3.911,0.968,0.689
14:55:28,3.910,0.966,0.690
14:55:28,3.906,0.964,0.691
14:55:29,3.905,0.959,0.690
14:55:29,3.904,0.958,0.688
14:55:30,3.900,0.961,0.684
14:55:30,3.896,0.962,0.683
14:55:31,3.893,0.961,0.685
14:55:31,3.893,0.956,0.686
14:55:32,3.893,0.949,0.686
14:55:32,3.890,0.945,0.687
14:55:33,3.883,0.944,0.685
14:55:33,3.877,0.943,0.679
14:55:34,3.872,0.945,0.672
14:55:34,3.872,0.947,0.666
14:55:35,3.875,0.949,0.664
14:55:35,3.878,0.951,0.665
14:55:36,3.882,0.954,0.667
14:55:36,3.885,0.957,0.664
14:55:37,3.888,0.962,0.659
14:55:37,3.891,0.967,0.657
14:55:38,3.894,0.973,0.658
14:55:38,3.896,0.979,0.659
14:55:39,3.894,0.985,0.657
14:55:39,3.892,0.988,0.658
14:55:40,3.890,0.986,0.662
14:55:40,3.890,0.981,0.666
14:55:41,3.891,0.975,0.667
14:55:41,3.892,0.971,0.666
14:55:42,3.893,0.967,0.666
14:55:42,3.896,0.962,0.668
14:55:43,3.900,0.956,0.677
14:55:43,3.904,0.952,0.686
14:55:44,3.907,0.949,0.691
14:55:44,3.907,0.948,0.691
14:55:45,3.907,0.949,0.689
14:55:45,3.906,0.950,0.684
14:55:46,3.905,0.952,0.681
14:55:46,3.904,0.953,0.678
14:55:47,3.902,0.954,0.671
14:55:47,3.903,0.955,0.664
14:55:48,3.904,0.959,0.660
14:55:48,3.905,0.962,0.659
14:55:49,3.909,0.964,0.660
14:55:49,3.916,0.963,0.662
14:55:50,3.923,0.963,0.664
14:55:50,3.929,0.963,0.664
14:55:51,3.932,0.964,0.661
14:55:52,3.936,0.963,0.660
14:55:52,3.938,0.958,0.661
14:55:53,3.940,0.951,0.664
14:55:53,3.942,0.946,0.664
14:55:54,3.944,0.942,0.655
14:55:54,3.944,0.938,0.644
14:55:55,3.945,0.935,0.637
14:55:55,3.943,0.933,0.635
14:55:56,3.938,0.934,0.636
14:55:56,3.932,0.935,0.642
14:55:57,3.925,0.934,0.648
14:55:57,3.920,0.933,0.652
14:55:58,3.917,0.931,0.657
14:55:58,3.913,0.932,0.666
14:55:59,3.912,0.934,0.678
14:55:59,3.913,0.937,0.688
14:56:00,3.918,0.939,0.691
14:56:00,3.925,0.939,0.688
14:56:01,3.932,0.936,0.682
14:56:01,3.937,0.934,0.674
14:56:02,3.940,0.929,0.666
14:56:02,3.941,0.923,0.660
14:56:03,3.940,0.918,0.652
14:56:03,3.938,0.915,0.649
14:56:04,3.938,0.916,0.650
14:56:04,3.937,0.919,0.653
14:56:05,3.936,0.923,0.658
14:56:05,3.932,0.928,0.664
14:56:06,3.927,0.932,0.666
14:56:06,3.925,0.934,0.669
14:56:07,3.925,0.932,0.672
14:56:07,3.926,0.927,0.675
14:56:08,3.928,0.920,0.678
14:56:08,3.926,0.912,0.680
14:56:09,3.920,0.906,0.682
14:56:09,3.911,0.900,0.685
14:56:10,3.902,0.897,0.684
14:56:10,3.892,0.900,0.680
14:56:11,3.886,0.904,0.678
14:56:11,3.882,0.907,0.680
14:56:12,3.879,0.909,0.686
14:56:12,3.879,0.910,0.692
14:56:13,3.882,0.911,0.696
14:56:14,3.886,0.912,0.703
14:56:14,3.889,0.916,0.710
14:56:15,3.893,0.923,0.715
14:56:15,3.896,0.929,0.718
14:56:16,3.896,0.931,0.717
14:56:16,3.898,0.932,0.714
14:56:17,3.899,0.936,0.712
14:56:17,3.896,0.940,0.710
14:56:18,3.891,0.942,0.706
14:56:18,3.890,0.943,0.696
14:56:19,3.893,0.944,0.687
14:56:19,3.894,0.947,0.678
14:56:20,3.893,0.949,0.671
14:56:20,3.891,0.949,0.667
14:56:21,3.890,0.948,0.666
14:56:21,3.892,0.949,0.665
14:56:22,3.894,0.951,0.665
14:56:22,3.898,0.952,0.663
14:56:23,3.902,0.954,0.659
14:56:23,3.904,0.955,0.658
14:56:24,3.907,0.956,0.658
14:56:24,3.905,0.953,0.660
14:56:25,3.900,0.949,0.663
14:56:25,3.892,0.946,0.665
14:56:26,3.886,0.945,0.668
14:56:26,3.882,0.943,0.674
14:56:27,3.880,0.940,0.681
14:56:27,3.880,0.939,0.686
14:56:28,3.883,0.939,0.689
14:56:28,3.891,0.940,0.692
14:56:29,3.901,0.937,0.695
14:56:29,3.910,0.931,0.695
14:56:30,3.915,0.929,0.688
14:56:30,3.916,0.932,0.681
14:56:31,3.914,0.935,0.682
14:56:31,3.910,0.938,0.690
14:56:32,3.906,0.940,0.697
14:56:32,3.904,0.940,0.701
14:56:33,3.902,0.939,0.702
14:56:33,3.899,0.939,0.704
14:56:34,3.895,0.940,0.708
14:56:34,3.891,0.938,0.711
14:56:35,3.890,0.936,0.709
14:56:35,3.891,0.934,0.703
14:56:36,3.893,0.933,0.692
14:56:36,3.897,0.932,0.679
14:56:37,3.903,0.931,0.669
14:56:37,3.906,0.930,0.665
14:56:38,3.906,0.931,0.665
14:56:38,3.906,0.934,0.666
14:56:39,3.905,0.939,0.671
14:56:39,3.903,0.941,0.678
14:56:40,3.901,0.942,0.683
14:56:40,3.901,0.942,0.682
14:56:41,3.903,0.943,0.681
14:56:42,3.903,0.942,0.679
14:56:42,3.899,0.938,0.679
14:56:43,3.893,0.936,0.682
14:56:43,3.890,0.933,0.683
14:56:44,3.887,0.929,0.682
14:56:44,3.884,0.924,0.681
14:56:45,3.882,0.919,0.681
14:56:45,3.884,0.912,0.681
14:56:46,3.887,0.905,0.679
14:56:46,3.891,0.902,0.679
14:56:47,3.897,0.906,0.678
14:56:47,3.905,0.915,0.679
14:56:48,3.912,0.927,0.684
14:56:48,3.916,0.937,0.688
14:56:49,3.915,0.945,0.689
14:56:49,3.912,0.947,0.690
14:56:50,3.909,0.946,0.689
14:56:50,3.907,0.944,0.681
14:56:51,3.905,0.942,0.672
14:56:51,3.903,0.940,0.664
14:56:52,3.901,0.940,0.659
14:56:52,3.896,0.941,0.658
14:56:53,3.888,0.940,0.659
14:56:53,3.881,0.940,0.660
14:56:54,3.872,0.941,0.662
14:56:54,3.863,0.941,0.666
14:56:55,3.856,0.941,0.669
14:56:55,3.853,0.941,0.670
14:56:56,3.854,0.943,0.671
14:56:56,3.859,0.945,0.670
14:56:57,3.865,0.948,0.668
14:56:57,3.870,0.952,0.667
14:56:58,3.874,0.957,0.669
14:56:58,3.878,0.960,0.672
14:56:59,3.882,0.958,0.677
14:56:59,3.884,0.953,0.685
14:57:00,3.885,0.947,0.686
14:57:00,3.887,0.940,0.682
14:57:01,3.890,0.936,0.677
14:57:01,3.892,0.933,0.673
14:57:02,3.892,0.927,0.669
14:57:02,3.889,0.924,0.669
14:57:03,3.887,0.925,0.671
14:57:03,3.885,0.926,0.674
14:57:04,3.882,0.929,0.676
14:57:04,3.878,0.931,0.675
14:57:05,3.874,0.932,0.676
14:57:05,3.870,0.931,0.676
14:57:06,3.865,0.929,0.679
14:57:06,3.860,0.927,0.687
14:57:07,3.857,0.924,0.694
14:57:08,3.857,0.921,0.696
14:57:08,3.858,0.916,0.693
14:57:09,3.858,0.915,0.692
14:57:09,3.859,0.916,0.689
14:57:10,3.860,0.922,0.684
14:57:10,3.864,0.929,0.681
14:57:11,3.868,0.932,0.676
14:57:11,3.872,0.933,0.675
14:57:12,3.876,0.932,0.679
14:57:12,3.880,0.931,0.684
14:57:13,3.883,0.931,0.689
14:57:13,3.881,0.927,0.690
14:57:14,3.878,0.921,0.691
14:57:14,3.877,0.918,0.690
14:57:15,3.877,0.918,0.687
14:57:15,3.876,0.917,0.680
14:57:16,3.872,0.914,0.675
14:57:16,3.867,0.911,0.673
14:57:17,3.867,0.906,0.674
14:57:17,3.874,0.902,0.674
14:57:18,3.879,0.900,0.675
14:57:18,3.882,0.896,0.675
14:57:19,3.885,0.888,0.676
14:57:19,3.889,0.879,0.676
14:57:20,3.890,0.870,0.676
14:57:20,3.888,0.862,0.678
14:57:21,3.883,0.855,0.680
14:57:21,3.874,0.858,0.681
14:57:22,3.856,0.886,0.679
14:57:22,3.836,0.913,0.675
14:57:23,3.829,0.921,0.674
14:57:23,3.827,0.924,0.676
14:57:24,3.825,0.926,0.677
14:57:24,3.821,0.931,0.679
14:57:25,3.815,0.936,0.676
14:57:25,3.808,0.939,0.669
14:57:26,3.802,0.940,0.659
14:57:26,3.799,0.943,0.653
14:57:27,3.796,0.946,0.652
14:57:27,3.791,0.947,0.655
14:57:28,3.787,0.945,0.661
14:57:28,3.785,0.943,0.667
14:57:29,3.784,0.941,0.672
14:57:29,3.779,0.938,0.676
14:57:30,3.769,0.936,0.678
14:57:30,3.763,0.932,0.675
14:57:31,3.762,0.927,0.672
14:57:31,3.763,0.923,0.672
14:57:32,3.768,0.921,0.669
14:57:32,3.777,0.922,0.663
14:57:33,3.785,0.925,0.656
14:57:33,3.792,0.929,0.651
14:57:34,3.797,0.931,0.646
14:57:35,3.801,0.931,0.640
14:57:35,3.802,0.929,0.636
14:57:36,3.803,0.928,0.634
14:57:36,3.802,0.927,0.637
14:57:37,3.798,0.925,0.645
14:57:37,3.795,0.923,0.653
14:57:38,3.794,0.921,0.657
14:57:38,3.793,0.916,0.660
14:57:39,3.793,0.909,0.664
14:57:39,3.792,0.903,0.668
14:57:40,3.787,0.900,0.671
14:57:40,3.781,0.897,0.671
14:57:41,3.775,0.895,0.666
14:57:41,3.771,0.894,0.661
14:57:42,3.768,0.890,0.660
14:57:42,3.765,0.887,0.660
14:57:43,3.761,0.885,0.661
14:57:43,3.757,0.883,0.662
14:57:44,3.752,0.882,0.662
14:57:44,3.749,0.884,0.661
14:57:45,3.748,0.883,0.661
14:57:45,3.750,0.881,0.665
14:57:46,3.752,0.878,0.671
14:57:46,3.753,0.877,0.679
14:57:47,3.752,0.877,0.684
14:57:47,3.751,0.879,0.687
14:57:48,3.748,0.884,0.686
14:57:48,3.746,0.887,0.679
14:57:49,3.743,0.887,0.671
14:57:49,3.739,0.885,0.666
14:57:50,3.736,0.880,0.666
14:57:50,3.734,0.872,0.665
14:57:51,3.735,0.863,0.660
14:57:51,3.735,0.855,0.655
14:57:52,3.734,0.847,0.650
14:57:52,3.734,0.838,0.645
14:57:53,3.734,0.830,0.640
14:57:53,3.734,0.825,0.637
14:57:54,3.727,0.847,0.636
14:57:54,3.714,0.885,0.639
14:57:55,3.703,0.922,0.646
14:57:55,3.700,0.935,0.654
14:57:56,3.702,0.940,0.663
14:57:56,3.704,0.942,0.672
14:57:57,3.705,0.944,0.681
14:57:57,3.704,0.943,0.689
14:57:58,3.701,0.940,0.693
14:57:58,3.696,0.938,0.694
14:57:59,3.690,0.935,0.693
14:57:59,3.685,0.933,0.689
14:58:00,3.683,0.928,0.686
14:58:00,3.684,0.921,0.684
14:58:01,3.686,0.914,0.683
14:58:01,3.686,0.910,0.680
14:58:02,3.686,0.910,0.674
14:58:02,3.689,0.912,0.669
14:58:03,3.695,0.917,0.663
14:58:03,3.702,0.923,0.660
14:58:04,3.711,0.928,0.659
14:58:05,3.718,0.931,0.658
14:58:05,3.724,0.932,0.660
14:58:06,3.731,0.931,0.664
14:58:06,3.737,0.927,0.667
14:58:07,3.742,0.922,0.670
14:58:07,3.744,0.921,0.675
14:58:08,3.740,0.921,0.680
14:58:08,3.735,0.922,0.684
14:58:09,3.731,0.919,0.687
14:58:09,3.730,0.915,0.689
14:58:10,3.728,0.911,0.690
14:58:10,3.723,0.906,0.691
14:58:11,3.715,0.904,0.692
14:58:11,3.708,0.904,0.694
14:58:12,3.704,0.904,0.695
14:58:12,3.705,0.906,0.693
14:58:13,3.708,0.909,0.692
14:58:13,3.711,0.914,0.695
14:58:14,3.715,0.919,0.699
14:58:14,3.720,0.921,0.704
14:58:15,3.722,0.917,0.714
14:58:15,3.721,0.909,0.720
14:58:16,3.719,0.901,0.723
14:58:16,3.717,0.896,0.726
14:58:17,3.716,0.895,0.727
14:58:17,3.715,0.896,0.725
14:58:18,3.715,0.900,0.724
14:58:18,3.710,0.904,0.720
14:58:19,3.703,0.909,0.712
14:58:19,3.699,0.916,0.706
14:58:20,3.696,0.922,0.701
14:58:20,3.692,0.925,0.699
14:58:21,3.686,0.926,0.699
14:58:21,3.682,0.924,0.696
14:58:22,3.679,0.924,0.690
14:58:22,3.677,0.926,0.683
14:58:23,3.675,0.930,0.680
14:58:23,3.672,0.934,0.681
14:58:24,3.669,0.937,0.683
14:58:24,3.668,0.937,0.687
14:58:25,3.669,0.937,0.688
14:58:25,3.673,0.938,0.687
14:58:26,3.678,0.940,0.685
14:58:26,3.686,0.941,0.683
14:58:27,3.693,0.942,0.681
14:58:27,3.699,0.944,0.677
14:58:28,3.705,0.947,0.672
14:58:28,3.711,0.952,0.669
14:58:29,3.715,0.957,0.666
14:58:29,3.718,0.961,0.667
14:58:30,3.720,0.961,0.669
14:58:31,3.717,0.961,0.667
14:58:31,3.714,0.963,0.665
14:58:32,3.714,0.965,0.666
14:58:32,3.715,0.967,0.666
14:58:33,3.715,0.969,0.664
14:58:33,3.716,0.971,0.665
14:58:34,3.720,0.972,0.666
14:58:34,3.726,0.972,0.669
14:58:35,3.732,0.969,0.671
14:58:35,3.736,0.967,0.666
14:58:36,3.737,0.964,0.660
14:58:36,3.734,0.962,0.657
14:58:37,3.732,0.961,0.655
14:58:37,3.730,0.961,0.654
14:58:38,3.730,0.964,0.659
14:58:38,3.733,0.968,0.670
14:58:39,3.738,0.972,0.681
14:58:39,3.743,0.973,0.689
14:58:40,3.745,0.970,0.695
14:58:40,3.746,0.964,0.700
14:58:41,3.747,0.960,0.703
14:58:41,3.751,0.959,0.701
14:58:42,3.754,0.957,0.694
14:58:42,3.754,0.955,0.690
14:58:43,3.751,0.956,0.690
14:58:43,3.749,0.957,0.687
14:58:44,3.747,0.957,0.682
14:58:44,3.748,0.956,0.675
14:58:45,3.749,0.956,0.671
14:58:45,3.751,0.957,0.669
14:58:46,3.752,0.957,0.665
14:58:46,3.751,0.957,0.661
14:58:47,3.750,0.959,0.659
14:58:47,3.749,0.959,0.659
14:58:48,3.749,0.959,0.659
14:58:48,3.750,0.961,0.662
14:58:49,3.748,0.964,0.665
14:58:49,3.745,0.966,0.667
14:58:50,3.740,0.968,0.667
14:58:50,3.738,0.971,0.665
